season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,instant,dteday,hr,season_label
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.3,0.3,0.6,0.2,173.0,3425,3598,1970-01-01 00:00:00.000000375,2011-01-17,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,2,0.3,0.3,0.8,0.1,92.0,2085,2177,1970-01-01 00:00:00.000000376,2011-01-17,1970-01-01 00:00:00.000000003,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,2,0.4,0.4,0.8,0.2,269.0,3828,4097,1970-01-01 00:00:00.000000377,2011-01-17,1970-01-01 00:00:00.000000004,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.3,0.2,0.5,0.35000000000000003,174.0,3040,3214,1970-01-01 00:00:00.000000378,2011-01-17,1970-01-01 00:00:00.000000005,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.2,0.2,0.5,0.2,333.0,2160,2493,1970-01-01 00:00:00.000000379,2011-01-17,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.2,0.2,0.4,0.3,284.0,2027,2311,1970-01-01 00:00:00.000000380,2011-01-17,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.2,0.2,0.5,0.2,217.0,2081,2298,1970-01-01 00:00:00.000000381,2011-01-17,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,2,0.4,0.4,0.7,0.3,127.0,2808,2935,1970-01-01 00:00:00.000000382,2011-01-17,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.3,0.3,0.4,0.35000000000000003,109.0,3267,3376,1970-01-01 00:00:00.000000383,2011-01-17,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.2,0.2,0.5,0.2,130.0,3162,3292,1970-01-01 00:00:00.000000384,2011-01-17,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,2,0.2,0.2,0.4,0.2,115.0,3048,3163,1970-01-01 00:00:00.000000385,2011-01-17,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,2,0.2,0.2,0.8,0.2,67.0,1234,1301,1970-01-01 00:00:00.000000386,2011-01-17,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,2,0.2,0.2,0.8,0.2,196.0,1781,1977,1970-01-01 00:00:00.000000387,2011-01-17,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,2,0.2,0.2,0.9,0.1,145.0,2287,2432,1970-01-01 00:00:00.000000388,2011-01-17,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.3,0.3,0.8,0.1,439.0,3900,4339,1970-01-01 00:00:00.000000389,2011-01-17,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.3,0.3,0.6,0.2,467.0,3803,4270,1970-01-01 00:00:00.000000390,2011-01-17,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,2,0.3,0.4,0.8,0.1,244.0,3831,4075,1970-01-01 00:00:00.000000391,2011-01-17,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,2,0.4,0.4,0.7,0.3,269.0,3187,3456,1970-01-01 00:00:00.000000392,2011-01-17,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.3,0.3,0.5,0.2,775.0,3248,4023,1970-01-01 00:00:00.000000393,2011-01-17,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.3,0.3,0.3,0.2,558.0,2685,3243,1970-01-01 00:00:00.000000394,2011-01-17,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.3,0.3,0.4,0.2,126.0,3498,3624,1970-01-01 00:00:00.000000395,2011-01-17,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1,0.4,0.4,0.4,0.3,324.0,4185,4509,1970-01-01 00:00:00.000000396,2011-01-17,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.5,0.5,0.5,0.2,304.0,4275,4579,1970-01-01 00:00:00.000000397,2011-01-18,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.7,0.2,190.0,3571,3761,1970-01-01 00:00:00.000000398,2011-01-18,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.5,0.2,310.0,3841,4151,1970-01-01 00:00:00.000000399,2011-01-18,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.3,0.3,0.8,0.1,384.0,2448,2832,1970-01-01 00:00:00.000000400,2011-01-18,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.3,0.3,0.7,0.2,318.0,2629,2947,1970-01-01 00:00:00.000000401,2011-01-18,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.6,0.2,206.0,3578,3784,1970-01-01 00:00:00.000000402,2011-01-18,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.4,0.4,0.5,0.1,199.0,4176,4375,1970-01-01 00:00:00.000000403,2011-01-18,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.3,0.3,0.7,0.1,109.0,2693,2802,1970-01-01 00:00:00.000000404,2011-01-18,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.6,0.2,163.0,3667,3830,1970-01-01 00:00:00.000000405,2011-01-18,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.3,0.3,0.5,0.1,227.0,3604,3831,1970-01-01 00:00:00.000000406,2011-01-18,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,3,0.2,0.2,0.7,0.3,192.0,1977,2169,1970-01-01 00:00:00.000000407,2011-01-18,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.1,0.1,0.5,0.35000000000000003,73.0,1456,1529,1970-01-01 00:00:00.000000408,2011-01-18,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.2,0.2,0.4,0.2,94.0,3328,3422,1970-01-01 00:00:00.000000409,2011-01-19,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.3,0.3,0.5,0.1,135.0,3787,3922,1970-01-01 00:00:00.000000410,2011-01-19,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.3,0.4,0.5,0.2,141.0,4028,4169,1970-01-01 00:00:00.000000411,2011-01-19,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.3,0.3,0.8,0.1,74.0,2931,3005,1970-01-01 00:00:00.000000412,2011-01-19,1970-01-01 00:00:00.000000004,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.3,0.4,0.6,0.2,349.0,3805,4154,1970-01-01 00:00:00.000000413,2011-01-19,1970-01-01 00:00:00.000000005,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.3,0.4,0.5,0.2,1435.0,2883,4318,1970-01-01 00:00:00.000000414,2011-01-19,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.3,0.3,0.5,0.3,618.0,2071,2689,1970-01-01 00:00:00.000000415,2011-01-19,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.5,0.2,502.0,2627,3129,1970-01-01 00:00:00.000000416,2011-01-19,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.6,0.2,163.0,3614,3777,1970-01-01 00:00:00.000000417,2011-01-19,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.4,0.4,0.6,0.2,394.0,4379,4773,1970-01-01 00:00:00.000000418,2011-01-19,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.5,0.4,0.6,0.2,516.0,4546,5062,1970-01-01 00:00:00.000000419,2011-01-19,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.7,0.2,246.0,3241,3487,1970-01-01 00:00:00.000000420,2011-01-19,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.4,0.35000000000000003,317.0,2415,2732,1970-01-01 00:00:00.000000421,2011-01-19,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.4,0.2,515.0,2874,3389,1970-01-01 00:00:00.000000422,2011-01-19,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.4,0.4,0.5,0.3,253.0,4069,4322,1970-01-01 00:00:00.000000423,2011-01-19,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.4,0.4,0.4,0.2,229.0,4134,4363,1970-01-01 00:00:00.000000424,2011-01-19,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.3,0.3,0.8,0.2,65.0,1769,1834,1970-01-01 00:00:00.000000425,2011-01-19,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.5,0.5,0.6,0.2,325.0,4665,4990,1970-01-01 00:00:00.000000426,2011-01-19,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.7,0.1,246.0,2948,3194,1970-01-01 00:00:00.000000427,2011-01-19,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.6,0.2,956.0,3110,4066,1970-01-01 00:00:00.000000428,2011-01-19,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.4,0.3,710.0,2713,3423,1970-01-01 00:00:00.000000429,2011-01-19,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.2,0.2,0.5,0.2,203.0,3130,3333,1970-01-01 00:00:00.000000430,2011-01-19,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.5,0.2,221.0,3735,3956,1970-01-01 00:00:00.000000431,2011-01-19,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.4,0.4,0.5,0.3,432.0,4484,4916,1970-01-01 00:00:00.000000432,2011-01-20,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.5,0.5,0.6,0.35000000000000003,486.0,4896,5382,1970-01-01 00:00:00.000000433,2011-01-20,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.4,0.35000000000000003,447.0,4122,4569,1970-01-01 00:00:00.000000434,2011-01-20,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.4,0.2,968.0,3150,4118,1970-01-01 00:00:00.000000435,2011-01-20,1970-01-01 00:00:00.000000003,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.4,0.4,0.5,0.2,1658.0,3253,4911,1970-01-01 00:00:00.000000436,2011-01-20,1970-01-01 00:00:00.000000004,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.5,0.5,0.5,0.2,838.0,4460,5298,1970-01-01 00:00:00.000000437,2011-01-20,1970-01-01 00:00:00.000000005,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.6,0.5,0.6,0.2,762.0,5085,5847,1970-01-01 00:00:00.000000438,2011-01-20,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.6,0.5,0.5,0.1,997.0,5315,6312,1970-01-01 00:00:00.000000439,2011-01-20,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.6,0.5,0.6,0.1,1005.0,5187,6192,1970-01-01 00:00:00.000000440,2011-01-20,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.8,0.1,548.0,3830,4378,1970-01-01 00:00:00.000000441,2011-01-20,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.5,0.5,0.8,0.1,2266.75,4681,7836,1970-01-01 00:00:00.000000442,2011-01-20,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.5,0.5,0.8,0.1,2207.0,3685,5892,1970-01-01 00:00:00.000000443,2011-01-20,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.5,0.5,0.7,0.2,982.0,5171,6153,1970-01-01 00:00:00.000000444,2011-01-20,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.6,0.5,0.8,0.1,1051.0,5042,6093,1970-01-01 00:00:00.000000445,2011-01-20,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.5,0.5,0.8,0.1,1122.0,5108,6230,1970-01-01 00:00:00.000000446,2011-01-20,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.6,0.5,0.8,0.1,1334.0,5537,6871,1970-01-01 00:00:00.000000447,2011-01-20,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.6,0.6,0.7,0.1,2266.75,5893,8362,1970-01-01 00:00:00.000000448,2011-01-20,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.5,0.5,0.9,0.2,1033.0,2339,3372,1970-01-01 00:00:00.000000449,2011-01-20,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.9,0.2,1532.0,3464,4996,1970-01-01 00:00:00.000000450,2011-01-20,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.4,0.4,0.5,0.35000000000000003,795.0,4763,5558,1970-01-01 00:00:00.000000451,2011-01-20,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.3,0.3,0.3,0.2,531.0,4571,5102,1970-01-01 00:00:00.000000452,2011-01-20,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.5,0.5,0.5,0.3,674.0,5024,5698,1970-01-01 00:00:00.000000453,2011-01-20,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.5,0.5,0.4,0.3,834.0,5299,6133,1970-01-01 00:00:00.000000454,2011-01-20,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.6,0.1,796.0,4663,5459,1970-01-01 00:00:00.000000455,2011-01-20,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.7,0.3,2266.75,3934,6235,1970-01-01 00:00:00.000000456,2011-01-21,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.4,0.4,0.7,0.2,2266.75,3694,6041,1970-01-01 00:00:00.000000457,2011-01-21,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.4,0.4,0.5,0.3,1208.0,4728,5936,1970-01-01 00:00:00.000000458,2011-01-21,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.5,0.5,0.4,0.1,1348.0,5424,6772,1970-01-01 00:00:00.000000459,2011-01-21,1970-01-01 00:00:00.000000003,
